,tournament,surface,round,player_1,player_2,player_1_rank,player_2_rank,player_1_winner_sets,player_2_winner_sets,player_1_bet365,player_2_bet365,player_1_pinnacle,player_2_pinnacle,winner
163,French Open,Clay,1st Round,Medjedovic H.,Giron M.,168.0,75.0,1.0,3.0,1.73,2.1,1.8,2.13,2
165,French Open,Clay,1st Round,Fils A.,Davidovich Fokina A.,63.0,34.0,1.0,3.0,3.2,1.36,3.37,1.37,2
167,French Open,Clay,1st Round,Huesler M.A.,Altmaier D.,84.0,79.0,0.0,3.0,3.2,1.36,2.99,1.45,2
169,French Open,Clay,1st Round,Lajovic D.,Zhang Zh.,53.0,71.0,0.0,1.0,1.53,2.5,1.51,2.78,2
171,French Open,Clay,1st Round,Muller A.,Sinner J.,101.0,9.0,0.0,3.0,15.0,1.03,15.4,1.05,2
173,French Open,Clay,1st Round,Dellien H.,Jarry N.,160.0,35.0,0.0,3.0,4.5,1.2,4.61,1.24,2
175,French Open,Clay,1st Round,Wolf J.J.,Nishioka Y.,50.0,33.0,2.0,3.0,1.8,2.0,1.75,2.21,2
177,French Open,Clay,1st Round,Kecmanovic M.,Vavassori A.,37.0,148.0,2.0,3.0,1.4,3.0,1.48,2.86,2
179,French Open,Clay,1st Round,Gaston H.,Molcan A.,109.0,86.0,0.0,3.0,2.38,1.57,2.38,1.65,2
181,French Open,Clay,1st Round,Bublik A.,Zeppieri G.,51.0,129.0,2.0,3.0,2.1,1.73,2.09,1.83,2
183,French Open,Clay,1st Round,Barrere G.,Ruusuvuori E.,58.0,46.0,2.0,3.0,2.5,1.53,2.39,1.63,2
185,French Open,Clay,1st Round,Eubanks C.,Rune H.,74.0,6.0,1.0,3.0,19.0,1.02,18.32,1.04,2
187,French Open,Clay,1st Round,Gasquet R.,Rinderknech A.,52.0,78.0,1.0,3.0,1.67,2.2,1.71,2.27,2
189,French Open,Clay,1st Round,Skatov T.,Dimitrov G.,147.0,29.0,0.0,3.0,7.0,1.1,7.0,1.14,2
191,French Open,Clay,1st Round,Baez S.,Monfils G.,42.0,394.0,2.0,3.0,1.33,3.4,1.38,3.31,2
193,French Open,Clay,2nd Round,Korda S.,Ofner S.,30.0,118.0,0.0,3.0,1.53,2.5,1.53,2.7,2
195,French Open,Clay,2nd Round,Humbert U.,Sonego L.,40.0,48.0,0.0,3.0,1.73,2.1,1.74,2.23,2
197,French Open,Clay,2nd Round,Borges N.,Schwartzman D.,80.0,95.0,0.0,3.0,2.1,1.73,2.24,1.73,2
199,French Open,Clay,2nd Round,Bautista Agut R.,Varillas J.P.,24.0,94.0,2.0,3.0,1.4,3.0,1.41,3.18,2
201,French Open,Clay,2nd Round,Albot R.,Khachanov K.,113.0,11.0,0.0,3.0,5.0,1.17,6.36,1.15,2
203,French Open,Clay,2nd Round,Van Assche L.,Davidovich Fokina A.,82.0,34.0,0.0,3.0,3.2,1.36,3.15,1.4,2
205,French Open,Clay,2nd Round,Moutet C.,Rublev A.,61.0,7.0,1.0,3.0,9.0,1.07,11.26,1.07,2
207,French Open,Clay,2nd Round,Fucsovics M.,Djokovic N.,83.0,3.0,0.0,3.0,11.0,1.05,17.69,1.04,2
209,French Open,Clay,2nd Round,De Minaur A.,Etcheverry T.,19.0,49.0,0.0,3.0,1.8,2.0,1.92,1.99,2
211,French Open,Clay,2nd Round,Sinner J.,Altmaier D.,9.0,79.0,2.0,3.0,1.08,8.0,1.1,8.93,2
213,French Open,Clay,2nd Round,Ruusuvuori E.,Dimitrov G.,46.0,29.0,0.0,3.0,2.75,1.44,3.16,1.41,2
215,French Open,Clay,2nd Round,Tirante T.A.,Zhang Zh.,153.0,71.0,0.0,3.0,2.38,1.57,2.43,1.63,2
217,French Open,Clay,2nd Round,Vavassori A.,Olivieri G.,148.0,231.0,1.0,3.0,1.36,3.2,1.36,3.43,2
219,French Open,Clay,2nd Round,Lehecka J.,Giron M.,41.0,75.0,0.0,3.0,1.44,2.75,1.48,2.86,2
221,French Open,Clay,2nd Round,Monfils G.,Rune H.,394.0,6.0,,,9.0,1.07,11.53,1.07,2
223,French Open,Clay,2nd Round,Molcan A.,Zverev A.,86.0,27.0,0.0,3.0,4.33,1.22,4.32,1.26,2
225,French Open,Clay,3rd Round,Rublev A.,Sonego L.,7.0,48.0,2.0,3.0,1.29,3.75,1.3,3.89,2
227,French Open,Clay,3rd Round,Davidovich Fokina A.,Djokovic N.,34.0,3.0,0.0,3.0,6.0,1.13,6.57,1.14,2
229,French Open,Clay,3rd Round,Schwartzman D.,Tsitsipas S.,95.0,5.0,0.0,3.0,7.0,1.1,9.41,1.09,2
231,French Open,Clay,3rd Round,Shapovalov D.,Alcaraz C.,32.0,1.0,0.0,3.0,13.0,1.04,11.9,1.07,2
233,French Open,Clay,3rd Round,Seyboth Wild T.,Nishioka Y.,172.0,33.0,2.0,3.0,1.5,2.63,1.55,2.64,2
235,French Open,Clay,3rd Round,Giron M.,Jarry N.,75.0,35.0,1.0,3.0,3.4,1.33,3.59,1.34,2
237,French Open,Clay,3rd Round,Fritz T.,Cerundolo F.,8.0,23.0,1.0,3.0,1.73,2.1,1.88,2.02,2
239,French Open,Clay,3rd Round,Tiafoe F.,Zverev A.,12.0,27.0,1.0,3.0,3.0,1.4,3.28,1.39,2
241,French Open,Clay,4th Round,Varillas J.P.,Djokovic N.,94.0,3.0,0.0,3.0,15.0,1.03,18.34,1.04,2
243,French Open,Clay,4th Round,Ofner S.,Tsitsipas S.,118.0,5.0,0.0,3.0,10.0,1.06,10.39,1.08,2
245,French Open,Clay,4th Round,Cerundolo F.,Rune H.,23.0,6.0,2.0,3.0,3.4,1.33,3.38,1.37,2
247,French Open,Clay,4th Round,Nishioka Y.,Etcheverry T.,33.0,49.0,0.0,3.0,4.33,1.22,4.7,1.23,2
249,French Open,Clay,Quarterfinals,Tsitsipas S.,Alcaraz C.,5.0,1.0,0.0,3.0,4.5,1.2,4.93,1.22,2
251,French Open,Clay,Quarterfinals,Rune H.,Ruud C.,6.0,4.0,1.0,3.0,2.1,1.73,2.06,1.86,2
253,French Open,Clay,Semifinals,Zverev A.,Ruud C.,27.0,4.0,0.0,3.0,1.91,1.91,1.95,1.95,2
255,Wimbledon,Grass,1st Round,Baez S.,Barrios M.,46.0,133.0,1.0,3.0,1.73,2.1,1.92,1.99,2
257,Wimbledon,Grass,1st Round,Van Assche L.,Karatsev A.,75.0,50.0,1.0,3.0,2.1,1.73,2.45,1.63,2
259,Wimbledon,Grass,1st Round,Purcell M.,Rublev A.,64.0,7.0,0.0,3.0,10.0,1.06,10.52,1.08,2
261,Wimbledon,Grass,1st Round,Ramos-Vinolas A.,Hurkacz H.,76.0,18.0,0.0,3.0,10.0,1.06,12.53,1.06,2
263,Wimbledon,Grass,1st Round,Auger-Aliassime F.,Mmoh M.,12.0,119.0,1.0,3.0,1.11,6.5,1.16,6.24,2
265,Wimbledon,Grass,1st Round,Marozsan F.,Goffin D.,96.0,123.0,1.0,3.0,2.75,1.44,2.64,1.54,2
267,Wimbledon,Grass,1st Round,Couacaud E.,Wolf J.J.,158.0,48.0,0.0,3.0,4.33,1.22,4.49,1.25,2
269,Wimbledon,Grass,1st Round,Lokoli L.,Ruud C.,199.0,4.0,1.0,3.0,5.0,1.17,5.9,1.17,2
271,Wimbledon,Grass,1st Round,Molcan A.,Ymer M.,83.0,59.0,0.0,3.0,2.75,1.44,3.1,1.43,2
273,Wimbledon,Grass,1st Round,Mcdonald M.,Bublik A.,54.0,26.0,1.0,3.0,2.75,1.44,2.78,1.51,2
275,Wimbledon,Grass,1st Round,Kecmanovic M.,Schwartzman D.,41.0,98.0,0.0,3.0,1.44,2.75,1.52,2.75,2
277,Wimbledon,Grass,1st Round,Nishioka Y.,Galan D.E.,27.0,85.0,0.0,3.0,1.73,2.1,1.72,2.25,2
279,Wimbledon,Grass,1st Round,Chardy J.,Alcaraz C.,542.0,1.0,0.0,3.0,29.0,1.01,34.08,1.02,2
281,Wimbledon,Grass,1st Round,Machac T.,Norrie C.,108.0,13.0,1.0,3.0,4.33,1.22,4.94,1.22,2
283,Wimbledon,Grass,1st Round,Zapata Miralles B.,Etcheverry T.,53.0,32.0,2.0,3.0,2.75,1.44,3.22,1.4,2
285,Wimbledon,Grass,1st Round,Borges N.,Cerundolo F.,69.0,19.0,1.0,3.0,4.33,1.22,4.12,1.28,2
287,Wimbledon,Grass,1st Round,Ofner S.,Lehecka J.,72.0,37.0,0.0,3.0,2.38,1.57,2.32,1.68,2
289,Wimbledon,Grass,1st Round,Shimabukuro S.,Dimitrov G.,162.0,24.0,0.0,3.0,11.0,1.05,11.25,1.07,2
291,Wimbledon,Grass,1st Round,Fery A.,Medvedev D.,391.0,3.0,0.0,3.0,29.0,1.01,39.1,1.02,2
293,Wimbledon,Grass,1st Round,Rinderknech A.,Muller A.,82.0,84.0,1.0,3.0,1.22,4.33,1.26,4.38,2
295,Wimbledon,Grass,1st Round,Bonzi B.,Mayot H.,94.0,181.0,0.0,3.0,2.3,1.62,2.39,1.66,2
297,Wimbledon,Grass,1st Round,Hanfmann Y.,Fritz T.,45.0,9.0,2.0,3.0,4.33,1.22,3.99,1.29,2
299,Wimbledon,Grass,1st Round,Thiem D.,Tsitsipas S.,91.0,5.0,2.0,3.0,5.0,1.17,5.45,1.19,2
301,Wimbledon,Grass,1st Round,Korda S.,Vesely J.,25.0,528.0,1.0,3.0,1.1,7.0,1.12,7.98,2
303,Wimbledon,Grass,1st Round,Dellien H.,Giron M.,171.0,65.0,0.0,3.0,15.0,1.03,17.68,1.04,2
305,Wimbledon,Grass,1st Round,Daniel T.,Shelton B.,106.0,36.0,2.0,3.0,3.2,1.36,3.18,1.41,2
307,Wimbledon,Grass,1st Round,Cressy M.,Djere L.,58.0,60.0,1.0,3.0,1.67,2.2,1.67,2.34,2
309,Wimbledon,Grass,1st Round,Fils A.,Davidovich Fokina A.,61.0,34.0,0.0,3.0,2.2,1.67,2.26,1.72,2
311,Wimbledon,Grass,1st Round,Arnaldi M.,Carballes Baena R.,80.0,57.0,1.0,3.0,1.44,2.75,1.51,2.77,2
313,Wimbledon,Grass,1st Round,Brouwer G.,Zverev A.,153.0,21.0,0.0,3.0,9.0,1.07,9.28,1.09,2
315,Wimbledon,Grass,1st Round,Coppejans K.,De Minaur A.,188.0,17.0,1.0,3.0,17.0,1.03,17.4,1.04,2
317,Wimbledon,Grass,1st Round,Cecchinato M.,Jarry N.,89.0,28.0,1.0,3.0,11.0,1.05,13.12,1.06,2
319,Wimbledon,Grass,2nd Round,Thompson J.,Djokovic N.,70.0,2.0,0.0,3.0,15.0,1.03,21.62,1.03,2
321,Wimbledon,Grass,2nd Round,Etcheverry T.,Wawrinka S.,32.0,88.0,1.0,3.0,2.63,1.5,2.66,1.54,2
323,Wimbledon,Grass,2nd Round,Munar J.,Musetti L.,109.0,16.0,0.0,3.0,5.5,1.14,6.32,1.16,2
325,Wimbledon,Grass,2nd Round,Mmoh M.,Marterer M.,119.0,170.0,0.0,3.0,2.0,1.8,1.99,1.92,2
327,Wimbledon,Grass,2nd Round,Barrere G.,Shapovalov D.,49.0,29.0,0.0,3.0,2.38,1.57,2.64,1.55,2
329,Wimbledon,Grass,2nd Round,Ruud C.,Broady L.,4.0,142.0,2.0,3.0,1.2,4.5,1.24,4.58,2
331,Wimbledon,Grass,2nd Round,Moutet C.,Safiullin R.,71.0,92.0,0.0,3.0,2.2,1.67,2.42,1.64,2
333,Wimbledon,Grass,2nd Round,Barrios M.,Goffin D.,133.0,123.0,1.0,3.0,3.2,1.36,3.18,1.41,2
335,Wimbledon,Grass,2nd Round,Mayot H.,Pella G.,181.0,308.0,1.0,3.0,1.67,2.2,1.66,2.37,2
337,Wimbledon,Grass,2nd Round,Stricker D.,Tiafoe F.,117.0,10.0,0.0,3.0,4.5,1.2,5.33,1.2,2
339,Wimbledon,Grass,2nd Round,Ivashka I.,Dimitrov G.,102.0,24.0,0.0,3.0,5.0,1.17,6.16,1.16,2
341,Wimbledon,Grass,2nd Round,Vesely J.,O Connell C.,528.0,73.0,0.0,3.0,1.91,1.91,2.07,1.85,2
343,Wimbledon,Grass,2nd Round,Giron M.,Fucsovics M.,65.0,67.0,1.0,3.0,3.2,1.36,2.95,1.46,2
345,Wimbledon,Grass,2nd Round,Van De Zandschulp B.,Davidovich Fokina A.,44.0,34.0,1.0,3.0,2.5,1.53,2.73,1.52,2
347,Wimbledon,Grass,2nd Round,Muller A.,Alcaraz C.,84.0,1.0,0.0,3.0,21.0,1.02,28.92,1.02,2
349,Wimbledon,Grass,2nd Round,Norrie C.,Eubanks C.,13.0,43.0,1.0,3.0,1.3,3.5,1.3,3.9,2
351,Wimbledon,Grass,3rd Round,Musetti L.,Hurkacz H.,16.0,18.0,0.0,3.0,2.3,1.62,2.54,1.58,2
353,Wimbledon,Grass,3rd Round,Marterer M.,Bublik A.,170.0,26.0,0.0,3.0,5.5,1.14,6.33,1.16,2
355,Wimbledon,Grass,3rd Round,Broady L.,Shapovalov D.,142.0,29.0,1.0,3.0,3.75,1.29,3.8,1.31,2
357,Wimbledon,Grass,3rd Round,Goffin D.,Rublev A.,123.0,7.0,1.0,3.0,4.5,1.2,5.24,1.2,2
359,Wimbledon,Grass,3rd Round,Paul T.,Lehecka J.,15.0,37.0,2.0,3.0,1.8,2.0,1.77,2.17,2
361,Wimbledon,Grass,3rd Round,Fucsovics M.,Medvedev D.,67.0,3.0,1.0,3.0,4.33,1.22,5.0,1.21,2
363,Wimbledon,Grass,3rd Round,Davidovich Fokina A.,Rune H.,34.0,6.0,2.0,3.0,3.0,1.4,2.83,1.49,2
365,Wimbledon,Grass,3rd Round,Zverev A.,Berrettini M.,21.0,38.0,0.0,3.0,1.8,2.0,1.84,2.08,2
367,Wimbledon,Grass,4th Round,Bublik A.,Rublev A.,26.0,7.0,2.0,3.0,2.0,1.8,2.01,1.89,2
369,Wimbledon,Grass,4th Round,Galan D.E.,Sinner J.,85.0,8.0,0.0,3.0,13.0,1.04,16.79,1.04,2
371,Wimbledon,Grass,4th Round,Tsitsipas S.,Eubanks C.,5.0,43.0,2.0,3.0,1.36,3.2,1.36,3.46,2
373,Wimbledon,Grass,4th Round,Dimitrov G.,Rune H.,24.0,6.0,1.0,3.0,1.57,2.38,1.56,2.62,2
375,Wimbledon,Grass,Quarterfinals,Safiullin R.,Sinner J.,92.0,8.0,1.0,3.0,5.5,1.14,6.0,1.17,2
377,Wimbledon,Grass,Quarterfinals,Eubanks C.,Medvedev D.,43.0,3.0,2.0,3.0,5.0,1.17,6.35,1.16,2
379,Wimbledon,Grass,Semifinals,Sinner J.,Djokovic N.,8.0,2.0,0.0,3.0,4.5,1.2,4.44,1.25,2
381,Wimbledon,Grass,The Final,Djokovic N.,Alcaraz C.,2.0,1.0,2.0,3.0,1.53,2.63,1.56,2.6,2
383,US Open,Hard,1st Round,Borges N.,Ofner S.,79.0,58.0,1.0,3.0,2.2,1.67,2.1,1.83,2
385,US Open,Hard,1st Round,Ivashka I.,Cerundolo J.M.,103.0,93.0,2.0,3.0,1.4,3.0,1.4,3.22,2
387,US Open,Hard,1st Round,Watanuki Y.,Mannarino A.,85.0,35.0,1.0,3.0,2.63,1.5,2.59,1.56,2
389,US Open,Hard,1st Round,Giron M.,Davidovich Fokina A.,62.0,21.0,0.0,3.0,2.75,1.44,2.84,1.49,2
391,US Open,Hard,1st Round,Nava E.,Ruud C.,154.0,5.0,1.0,3.0,5.5,1.14,5.85,1.17,2
393,US Open,Hard,1st Round,Barrere G.,Mensik J.,59.0,206.0,1.0,3.0,1.73,2.1,1.8,2.13,2
395,US Open,Hard,1st Round,Kotov P.,Hijikata R.,98.0,110.0,1.0,3.0,2.1,1.73,2.05,1.86,2
397,US Open,Hard,1st Round,Svajda Z.,Cerundolo F.,234.0,20.0,1.0,3.0,3.5,1.3,3.38,1.37,2
399,US Open,Hard,1st Round,Couacaud E.,Vesely J.,180.0,437.0,2.0,3.0,1.53,2.5,1.57,2.58,2
401,US Open,Hard,1st Round,Johnson S.,Fritz T.,205.0,9.0,0.0,3.0,13.0,1.04,14.7,1.05,2
403,US Open,Hard,1st Round,Lehecka J.,Karatsev A.,29.0,77.0,0.0,3.0,1.5,2.63,1.54,2.67,2
405,US Open,Hard,1st Round,Kwon S.W.,Eubanks C.,104.0,30.0,1.0,3.0,4.0,1.25,3.9,1.3,2
407,US Open,Hard,1st Round,Cecchinato M.,Safiullin R.,109.0,60.0,0.0,3.0,9.0,1.07,9.79,1.09,2
409,US Open,Hard,1st Round,Popyrin A.,Stricker D.,41.0,128.0,1.0,3.0,1.57,2.38,1.58,2.55,2
411,US Open,Hard,1st Round,Raonic M.,Tsitsipas S.,337.0,7.0,0.0,3.0,3.75,1.29,3.87,1.31,2
413,US Open,Hard,1st Round,Muller A.,Djokovic N.,84.0,2.0,0.0,3.0,29.0,1.01,53.65,1.01,2
415,US Open,Hard,1st Round,Duckworth J.,Meligeni Alves F.,111.0,168.0,0.0,3.0,2.1,1.73,2.17,1.78,2
417,US Open,Hard,1st Round,Purcell M.,O Connell C.,43.0,69.0,1.0,3.0,1.44,2.75,1.54,2.66,2
419,US Open,Hard,1st Round,Van Assche L.,Jarry N.,64.0,25.0,1.0,3.0,2.75,1.44,2.95,1.46,2
421,US Open,Hard,1st Round,Vukic A.,Zverev A.,50.0,12.0,0.0,3.0,8.0,1.08,8.25,1.11,2
423,US Open,Hard,1st Round,Khachanov K.,Mmoh M.,11.0,89.0,0.0,3.0,1.57,2.38,1.55,2.63,2
425,US Open,Hard,1st Round,Lestienne C.,Altmaier D.,101.0,53.0,1.0,3.0,2.0,1.8,1.99,1.91,2
427,US Open,Hard,1st Round,Molcan A.,Dimitrov G.,115.0,19.0,2.0,3.0,5.0,1.17,5.92,1.17,2
429,US Open,Hard,1st Round,Moutet C.,Murray A.,72.0,37.0,0.0,3.0,4.0,1.25,3.78,1.32,2
431,US Open,Hard,1st Round,Cazaux A.,Rublev A.,119.0,8.0,0.0,3.0,5.5,1.14,6.55,1.14,2
433,US Open,Hard,1st Round,Albot R.,Draper J.,102.0,123.0,0.0,3.0,4.0,1.25,4.56,1.24,2
435,US Open,Hard,1st Round,Skatov T.,De Minaur A.,129.0,13.0,1.0,3.0,13.0,1.04,14.37,1.05,2
437,US Open,Hard,1st Round,Moreno De Alboran N.,Sonego L.,131.0,39.0,0.0,3.0,3.5,1.3,3.54,1.35,2
439,US Open,Hard,1st Round,Nishioka Y.,Wawrinka S.,44.0,49.0,0.0,3.0,2.75,1.44,2.97,1.45,2
441,US Open,Hard,1st Round,Daniel T.,Monfils G.,95.0,162.0,1.0,3.0,3.2,1.36,3.49,1.35,2
443,US Open,Hard,1st Round,Pella G.,Harris L.,203.0,177.0,0.0,3.0,3.2,1.36,3.21,1.4,2
445,US Open,Hard,1st Round,Koepfer D.,Alcaraz C.,75.0,1.0,0.0,1.0,23.0,1.01,28.61,1.02,2
447,US Open,Hard,2nd Round,Tsitsipas S.,Stricker D.,7.0,128.0,2.0,3.0,1.13,6.0,1.15,6.63,2
449,US Open,Hard,2nd Round,Carballes Baena R.,Karatsev A.,63.0,77.0,1.0,3.0,3.4,1.33,3.38,1.37,2
451,US Open,Hard,2nd Round,Zapata Miralles B.,Djokovic N.,76.0,2.0,0.0,3.0,34.0,1.01,29.09,1.01,2
453,US Open,Hard,2nd Round,Marozsan F.,Mannarino A.,92.0,35.0,1.0,3.0,3.5,1.3,3.48,1.36,2
455,US Open,Hard,2nd Round,Fucsovics M.,Hijikata R.,57.0,110.0,0.0,3.0,1.33,3.4,1.36,3.49,2
457,US Open,Hard,2nd Round,Cerundolo J.M.,Davidovich Fokina A.,93.0,21.0,0.0,3.0,9.0,1.07,9.8,1.09,2
459,US Open,Hard,2nd Round,Ruud C.,Zhang Zh.,5.0,67.0,2.0,3.0,1.2,4.5,1.22,4.97,2
461,US Open,Hard,2nd Round,Varillas J.P.,Fritz T.,74.0,9.0,0.0,3.0,15.0,1.03,20.4,1.03,2
463,US Open,Hard,2nd Round,Isner J.,Mmoh M.,157.0,89.0,2.0,3.0,2.0,1.8,2.09,1.83,2
465,US Open,Hard,2nd Round,Altmaier D.,Zverev A.,53.0,12.0,1.0,3.0,10.0,1.06,9.9,1.09,2
467,US Open,Hard,2nd Round,Berrettini M.,Rinderknech A.,36.0,73.0,0.0,1.0,1.2,4.5,1.2,5.25,2
469,US Open,Hard,2nd Round,Wu Y.,De Minaur A.,86.0,13.0,0.0,3.0,4.33,1.22,4.87,1.22,2
471,US Open,Hard,2nd Round,Hsu Y.,Norrie C.,237.0,16.0,0.0,3.0,9.0,1.07,8.84,1.1,2
473,US Open,Hard,2nd Round,Monfils G.,Rublev A.,162.0,8.0,1.0,3.0,3.0,1.4,3.15,1.41,2
475,US Open,Hard,2nd Round,Meligeni Alves F.,Baez S.,168.0,32.0,1.0,2.0,4.0,1.25,4.2,1.27,2
477,US Open,Hard,2nd Round,O Connell C.,Medvedev D.,69.0,3.0,1.0,3.0,15.0,1.03,19.21,1.04,2
479,US Open,Hard,3rd Round,Karatsev A.,Shelton B.,77.0,47.0,1.0,3.0,2.3,1.62,2.4,1.65,2
481,US Open,Hard,3rd Round,Zhang Zh.,Hijikata R.,67.0,110.0,1.0,3.0,1.62,2.3,1.62,2.45,2
483,US Open,Hard,3rd Round,Mensik J.,Fritz T.,206.0,9.0,0.0,3.0,8.0,1.08,10.81,1.08,2
485,US Open,Hard,3rd Round,Djere L.,Djokovic N.,38.0,2.0,2.0,3.0,26.0,1.01,30.68,1.02,2
487,US Open,Hard,3rd Round,Evans D.,Alcaraz C.,28.0,1.0,1.0,3.0,15.0,1.03,17.77,1.04,2
489,US Open,Hard,3rd Round,Rinderknech A.,Rublev A.,73.0,8.0,1.0,3.0,5.0,1.17,6.41,1.15,2
491,US Open,Hard,3rd Round,Jarry N.,De Minaur A.,25.0,13.0,0.0,3.0,4.0,1.25,4.83,1.22,2
493,US Open,Hard,3rd Round,Baez S.,Medvedev D.,32.0,3.0,0.0,3.0,9.0,1.07,9.28,1.09,2
495,US Open,Hard,4th Round,Hijikata R.,Tiafoe F.,110.0,10.0,0.0,3.0,5.5,1.14,5.13,1.21,2
497,US Open,Hard,4th Round,Gojo B.,Djokovic N.,105.0,2.0,0.0,3.0,19.0,1.02,23.38,1.03,2
499,US Open,Hard,4th Round,Draper J.,Rublev A.,123.0,8.0,1.0,3.0,3.0,1.4,3.27,1.39,2
501,US Open,Hard,4th Round,Sinner J.,Zverev A.,6.0,12.0,2.0,3.0,1.57,2.38,1.53,2.69,2
503,US Open,Hard,Quarterfinals,Tiafoe F.,Shelton B.,10.0,47.0,1.0,3.0,1.4,3.0,1.44,3.01,2
505,US Open,Hard,Quarterfinals,Zverev A.,Alcaraz C.,12.0,1.0,0.0,3.0,4.5,1.2,4.9,1.22,2
507,US Open,Hard,Semifinals,Alcaraz C.,Medvedev D.,1.0,3.0,1.0,3.0,1.22,4.33,1.28,4.13,2
